"seq","stdDay","gubun","gubunCn","gubunEn","deathCnt","incDec","isolClearCnt","qurRate","defCnt","isolIngCnt","overFlowCnt","localOccCnt","createDt","updateDt"
1641,"2020년 05월 09일 00시",검역,隔離區,Lazaretto,,,249,-,470,221,,,"2020-05-09 10:16:23.205",null
1642,"2020년 5월 10일 00시",합계,合计,Total,256,34,9610,"20.97",10874,1008,8,26,"2020-05-10 10:15:23.272",null
1643,"2020년 5월 10일 00시",서울,首尔,Seoul,2,14,541,"6.81",663,120,2,12,"2020-05-10 10:15:23.272",null
1644,"2020년 5월 10일 00시",부산,釜山,Busan,3,,125,"4.13",141,13,,,"2020-05-10 10:15:23.272",null
1645,"2020년 5월 10일 00시",대구,大邱,Daegu,178,2,6318,"281.29",6861,365,,2,"2020-05-10 10:15:23.273",null
1646,"2020년 5월 10일 00시",인천,仁川,Incheon,,3,80,"3.42",101,21,,3,"2020-05-10 10:15:23.273",null
1647,"2020년 5월 10일 00시",광주,光州,Gwangju,,,30,"2.06",30,,,,"2020-05-10 10:15:23.273",null
1648,"2020년 5월 10일 00시",대전,大田,Daejeon,1,,38,"2.78",41,2,,,"2020-05-10 10:15:23.273",null
1649,"2020년 5월 10일 00시",울산,蔚山,Ulsan,1,,38,"3.84",44,5,,,"2020-05-10 10:15:23.273",null
1650,"2020년 5월 10일 00시",세종,世宗,Sejong,,,45,"13.44",46,1,,,"2020-05-10 10:15:23.273",null
1651,"2020년 5월 10일 00시",경기,京畿,Gyeonggi-do,16,6,556,"5.24",694,122,,6,"2020-05-10 10:15:23.273",null
1652,"2020년 5월 10일 00시",강원,江原,Gangwon-do,2,,41,"3.44",53,10,,,"2020-05-10 10:15:23.274",null
1653,"2020년 5월 10일 00시",충북,忠北,Chungcheongbuk-do,,2,42,"3.06",49,7,,2,"2020-05-10 10:15:23.274",null
1654,"2020년 5월 10일 00시",충남,忠南,Chungcheongnam-do,,,433,"6.74",143,10,,,"2020-05-10 10:15:23.274",null
1655,"2020년 5월 10일 00시",전북,全北,Jeollabuk-do,,,14,"1.05",19,5,,,"2020-05-10 10:15:23.274",null
1656,"2020년 5월 10일 00시",전남,全南,Jeollanam-do,,,12,"0.86",16,4,,,"2020-05-10 10:15:23.274",null
1657,"2020년 5월 10일 00시",경북,庆北,Gyeongsangbuk-do,53,,1220,"51.31",1366,93,,,"2020-05-10 10:15:23.274",null
1658,"2020년 5월 10일 00시",경남,庆南,Gyeongsangnam-do,,,108,"3.48",117,9,,,"2020-05-10 10:15:23.274",null
1659,"2020년 5월 10일 00시",제주,济州,Jeju,,1,13,"2.09",14,1,,1,"2020-05-10 10:15:23.274",null
1660,"2020년 5월 10일 00시",검역,隔離區,Lazaretto,,6,256,-,476,220,6,,"2020-05-10 10:15:23.274",null
1661,"2020년 05월 11일 00시",합계,合计,Total,256,35,9632,"21.04",10909,1021,6,29,"2020-05-11 10:29:02.815",null
1662,"2020년 05월 11일 00시",서울,首尔,Seoul,2,20,545,"7.02",683,136,,20,"2020-05-11 10:29:02.816",null
1663,"2020년 05월 11일 00시",부산,釜山,Busan,3,,125,"4.13",141,13,,,"2020-05-11 10:29:02.816",null
1664,"2020년 05월 11일 00시",대구,大邱,Daegu,178,,6318,"281.59",6861,365,,,"2020-05-11 10:29:02.816",null
1665,"2020년 05월 11일 00시",인천,仁川,Incheon,,3,82,"3.52",104,22,1,2,"2020-05-11 10:29:02.816",null
1666,"2020년 05월 11일 00시",광주,光州,Gwangju,,,30,"2.06",30,,,,"2020-05-11 10:29:02.816",null
1667,"2020년 05월 11일 00시",대전,大田,Daejeon,1,,38,"2.78",41,2,,,"2020-05-11 10:29:02.816",null
1668,"2020년 05월 11일 00시",울산,蔚山,Ulsan,1,,38,"3.84",44,5,,,"2020-05-11 10:29:02.816",null
1669,"2020년 05월 11일 00시",세종,世宗,Sejong,,1,45,"13.73",47,2,1,,"2020-05-11 10:29:02.816",null
1670,"2020년 05월 11일 00시",경기,京畿,Gyeonggi-do,16,4,557,"5.27",698,125,,4,"2020-05-11 10:29:02.816",null
1671,"2020년 05월 11일 00시",강원,江原,Gangwon-do,2,1,41,"3.51",54,11,1,,"2020-05-11 10:29:02.817",null
1672,"2020년 05월 11일 00시",충북,忠北,Chungcheongbuk-do,,3,42,"3.25",52,10,,3,"2020-05-11 10:29:02.817",null
1673,"2020년 05월 11일 00시",충남,忠南,Chungcheongnam-do,,,134,"6.74",143,9,,,"2020-05-11 10:29:02.817",null
1674,"2020년 05월 11일 00시",전북,全北,Jeollabuk-do,,,14,"1.05",19,5,,,"2020-05-11 10:29:02.817",null
1675,"2020년 05월 11일 00시",전남,全南,Jeollanam-do,,,12,"0.86",16,4,,,"2020-05-11 10:29:02.817",null
1676,"2020년 05월 11일 00시",경북,庆北,Gyeongsangbuk-do,53,,1228,"51.31",1366,85,,,"2020-05-11 10:29:02.817",null
1677,"2020년 05월 11일 00시",경남,庆南,Gyeongsangnam-do,,,110,"3.48",117,7,,,"2020-05-11 10:29:02.817",null
1678,"2020년 05월 11일 00시",제주,济州,Jeju,,,13,"2.09",14,1,,,"2020-05-11 10:29:02.817",null
1679,"2020년 05월 11일 00시",검역,隔離區,Lazaretto,,3,260,-,479,219,3,,"2020-05-11 10:29:02.817",null
1680,"2020년 05월 12일 00시",합계,合计,Total,258,27,9670,"21.09",10936,1008,5,22,"2020-05-12 10:15:53.975",null
1681,"2020년 05월 12일 00시",서울,首尔,Seoul,2,12,554,"7.14",695,139,,12,"2020-05-12 10:15:53.975",null
1682,"2020년 05월 12일 00시",부산,釜山,Busan,3,,125,"4.13",141,13,,,"2020-05-12 10:15:53.975",null
1683,"2020년 05월 12일 00시",대구,大邱,Daegu,179,1,6331,"281.63",6862,352,,1,"2020-05-12 10:15:53.975",null
1684,"2020년 05월 12일 00시",인천,仁川,Incheon,,1,82,"3.55",105,23,,1,"2020-05-12 10:15:53.975",null
1685,"2020년 05월 12일 00시",광주,光州,Gwangju,,,30,"2.06",30,,,,"2020-05-12 10:15:53.976",null
1686,"2020년 05월 12일 00시",대전,大田,Daejeon,1,2,38,"2.92",43,4,2,,"2020-05-12 10:15:53.976",null
1687,"2020년 05월 12일 00시",울산,蔚山,Ulsan,1,,40,"3.84",44,3,,,"2020-05-12 10:15:53.976",null
1688,"2020년 05월 12일 00시",세종,世宗,Sejong,,,45,"13.73",47,2,,,"2020-05-12 10:15:53.976",null
1689,"2020년 05월 12일 00시",경기,京畿,Gyeonggi-do,16,8,559,"5.33",706,131,,8,"2020-05-12 10:15:53.976",null
1690,"2020년 05월 12일 00시",강원,江原,Gangwon-do,2,,41,"3.51",54,11,,,"2020-05-12 10:15:53.976",null
1691,"2020년 05월 12일 00시",충북,忠北,Chungcheongbuk-do,,,42,"3.25",52,10,,,"2020-05-12 10:15:53.976",null
1692,"2020년 05월 12일 00시",충남,忠南,Chungcheongnam-do,,,136,"6.74",143,7,,,"2020-05-12 10:15:53.976",null
1693,"2020년 05월 12일 00시",전북,全北,Jeollabuk-do,,,14,"1.05",19,5,,,"2020-05-12 10:15:53.976",null
1694,"2020년 05월 12일 00시",전남,全南,Jeollanam-do,,,12,"0.86",16,4,,,"2020-05-12 10:15:53.976",null
1695,"2020년 05월 12일 00시",경북,庆北,Gyeongsangbuk-do,54,1,1230,"51.34",1367,83,1,,"2020-05-12 10:15:53.977",null
1696,"2020년 05월 12일 00시",경남,庆南,Gyeongsangnam-do,,1,112,"3.51",118,6,1,,"2020-05-12 10:15:53.977",null
1697,"2020년 05월 12일 00시",제주,济州,Jeju,,,12,"2.09",14,2,,,"2020-05-12 10:15:53.977",null
1698,"2020년 05월 12일 00시",검역,隔離區,Lazaretto,,1,267,-,480,213,1,,"2020-05-12 10:15:53.977",null
1699,"2020년 05월 13일 00시",합계,合计,Total,259,26,9695,"21.14",10962,1008,4,22,"2020-05-13 10:12:54.188",null
1700,"2020년 05월 13일 00시",서울,首尔,Seoul,3,12,558,"7.26",707,146,,12,"2020-05-13 10:12:54.188",null
1701,"2020년 05월 13일 00시",부산,釜山,Busan,3,3,126,"4.22",144,15,,3,"2020-05-13 10:12:54.188",null
1702,"2020년 05월 13일 00시",대구,大邱,Daegu,179,3,6322,"281.76",6865,364,1,2,"2020-05-13 10:12:54.188",null
1703,"2020년 05월 13일 00시",인천,仁川,Incheon,,2,86,"3.62",107,21,,2,"2020-05-13 10:12:54.188",null
1704,"2020년 05월 13일 00시",광주,光州,Gwangju,,,30,"2.06",30,,,,"2020-05-13 10:12:54.189",null
1705,"2020년 05월 13일 00시",대전,大田,Daejeon,1,,38,"2.92",43,4,,,"2020-05-13 10:12:54.189",null
1706,"2020년 05월 13일 00시",울산,蔚山,Ulsan,1,1,41,"3.92",45,3,1,,"2020-05-13 10:12:54.189",null
1707,"2020년 05월 13일 00시",세종,世宗,Sejong,,,46,"13.73",47,1,,,"2020-05-13 10:12:54.189",null
1708,"2020년 05월 13일 00시",경기,京畿,Gyeonggi-do,16,2,563,"5.34",708,129,1,1,"2020-05-13 10:12:54.189",null
1709,"2020년 05월 13일 00시",강원,江原,Gangwon-do,2,,42,"3.51",54,10,,,"2020-05-13 10:12:54.189",null
1710,"2020년 05월 13일 00시",충북,忠北,Chungcheongbuk-do,,,43,"3.25",52,9,,,"2020-05-13 10:12:54.189",null
1711,"2020년 05월 13일 00시",충남,忠南,Chungcheongnam-do,,,138,"6.74",143,5,,,"2020-05-13 10:12:54.189",null
1712,"2020년 05월 13일 00시",전북,全北,Jeollabuk-do,,1,14,"1.1",20,6,,1,"2020-05-13 10:12:54.19",null
1713,"2020년 05월 13일 00시",전남,全南,Jeollanam-do,,,12,"0.86",16,4,,,"2020-05-13 10:12:54.19",null
1714,"2020년 05월 13일 00시",경북,庆北,Gyeongsangbuk-do,54,,1231,"51.34",1367,82,,,"2020-05-13 10:12:54.19",null
1715,"2020년 05월 13일 00시",경남,庆南,Gyeongsangnam-do,,1,113,"3.54",119,6,,1,"2020-05-13 10:12:54.19",null
1716,"2020년 05월 13일 00시",제주,济州,Jeju,,,12,"2.09",14,2,,,"2020-05-13 10:12:54.19",null
1717,"2020년 05월 13일 00시",검역,隔離區,Lazaretto,,1,280,-,481,201,1,,"2020-05-13 10:12:54.19",null
1718,"2020년 5월 14일 00시",합계,合计,Total,260,29,9762,"21.20",10991,969,3,26,"2020-05-14 10:19:04.831",null
1719,"2020년 5월 14일 00시",서울,首尔,Seoul,4,4,564,"7.30",711,143,1,3,"2020-05-14 10:19:04.831",null
1720,"2020년 5월 14일 00시",부산,釜山,Busan,3,,127,"4.22",144,14,,,"2020-05-14 10:19:04.831",null
1721,"2020년 5월 14일 00시",대구,大邱,Daegu,179,,6349,"281.76",6865,337,,,"2020-05-14 10:19:04.831",null
1722,"2020년 5월 14일 00시",인천,仁川,Incheon,,12,85,"4.03",119,34,,12,"2020-05-14 10:19:04.831",null
1723,"2020년 5월 14일 00시",광주,光州,Gwangju,,,30,"2.06",30,,,,"2020-05-14 10:19:04.831",null
1724,"2020년 5월 14일 00시",대전,大田,Daejeon,1,,39,"2.92",43,3,,,"2020-05-14 10:19:04.832",null
1725,"2020년 5월 14일 00시",울산,蔚山,Ulsan,1,,41,"3.92",45,3,,,"2020-05-14 10:19:04.832",null
1726,"2020년 5월 14일 00시",세종,世宗,Sejong,,,46,"13.73",47,1,,,"2020-05-14 10:19:04.832",null
1727,"2020년 5월 14일 00시",경기,京畿,Gyeonggi-do,16,6,577,"5.39",714,121,,6,"2020-05-14 10:19:04.832",null
1728,"2020년 5월 14일 00시",강원,江原,Gangwon-do,2,1,43,"3.57",55,10,,1,"2020-05-14 10:19:04.832",null
1729,"2020년 5월 14일 00시",충북,忠北,Chungcheongbuk-do,,3,43,"3.44",55,12,,3,"2020-05-14 10:19:04.832",null
1730,"2020년 5월 14일 00시",충남,忠南,Chungcheongnam-do,,1,138,"6.78",144,6,,1,"2020-05-14 10:19:04.832",null
1731,"2020년 5월 14일 00시",전북,全北,Jeollabuk-do,,,14,"1.10",20,6,,,"2020-05-14 10:19:04.832",null
1732,"2020년 5월 14일 00시",전남,全南,Jeollanam-do,,1,13,"0.91",17,4,1,,"2020-05-14 10:19:04.832",null
1733,"2020년 5월 14일 00시",경북,庆北,Gyeongsangbuk-do,54,1,1237,"51.38",1368,77,1,,"2020-05-14 10:19:04.833",null
1734,"2020년 5월 14일 00시",경남,庆南,Gyeongsangnam-do,,,114,"3.54",119,5,,,"2020-05-14 10:19:04.833",null
1735,"2020년 5월 14일 00시",제주,济州,Jeju,,,12,"2.09",14,2,,,"2020-05-14 10:19:04.833",null
1736,"2020년 5월 14일 00시",검역,隔離區,Lazaretto,,,290,-,481,191,,,"2020-05-14 10:19:04.833",null
1737,"2020년 05월 15일 00시",합계,合计,Total,260,27,9821,"21.25",11018,937,5,22,"2020-05-15 10:16:38.708",null
1738,"2020년 05월 15일 00시",서울,首尔,Seoul,4,14,569,"7.45",725,152,,14,"2020-05-15 10:16:38.708",null
1739,"2020년 05월 15일 00시",부산,釜山,Busan,3,,127,"4.22",144,14,,,"2020-05-15 10:16:38.708",null
1740,"2020년 05월 15일 00시",대구,大邱,Daegu,179,3,6366,"281.88",6868,323,,3,"2020-05-15 10:16:38.708",null
1741,"2020년 05월 15일 00시",인천,仁川,Incheon,,5,85,"4.19",124,39,1,4,"2020-05-15 10:16:38.708",null
1742,"2020년 05월 15일 00시",광주,光州,Gwangju,,,30,"2.06",30,,,,"2020-05-15 10:16:38.708",null
1743,"2020년 05월 15일 00시",대전,大田,Daejeon,1,,39,"2.92",43,3,,,"2020-05-15 10:16:38.708",null
1744,"2020년 05월 15일 00시",울산,蔚山,Ulsan,1,,39,"3.92",45,5,,,"2020-05-15 10:16:38.709",null
1745,"2020년 05월 15일 00시",세종,世宗,Sejong,,,47,"13.73",47,,,,"2020-05-15 10:16:38.709",null
1746,"2020년 05월 15일 00시",경기,京畿,Gyeonggi-do,16,3,583,"5.41",717,118,2,1,"2020-05-15 10:16:38.709",null
1747,"2020년 05월 15일 00시",강원,江原,Gangwon-do,2,,44,"3.57",55,9,,,"2020-05-15 10:16:38.709",null
1748,"2020년 05월 15일 00시",충북,忠北,Chungcheongbuk-do,,,43,"3.44",55,12,,,"2020-05-15 10:16:38.709",null
1749,"2020년 05월 15일 00시",충남,忠南,Chungcheongnam-do,,,139,"6.78",144,5,,,"2020-05-15 10:16:38.709",null
1750,"2020년 05월 15일 00시",전북,全北,Jeollabuk-do,,,14,"1.1",20,6,,,"2020-05-15 10:16:38.709",null
1751,"2020년 05월 15일 00시",전남,全南,Jeollanam-do,,1,13,"0.97",18,5,1,,"2020-05-15 10:16:38.709",null
1752,"2020년 05월 15일 00시",경북,庆北,Gyeongsangbuk-do,54,,1245,"51.38",1368,69,,,"2020-05-15 10:16:38.709",null
1753,"2020년 05월 15일 00시",경남,庆南,Gyeongsangnam-do,,,115,"3.54",119,4,,,"2020-05-15 10:16:38.71",null
1754,"2020년 05월 15일 00시",제주,济州,Jeju,,,12,"2.09",14,2,,,"2020-05-15 10:16:38.71",null
1755,"2020년 05월 15일 00시",검역,隔離區,Lazaretto,,1,311,-,482,171,1,,"2020-05-15 10:16:38.71",null
1756,"2020년 5월 16일 00시",합계,合计,Total,262,19,9851,"21.29",11037,924,10,9,"2020-05-16 10:25:11.066",null
1757,"2020년 5월 16일 00시",서울,首尔,Seoul,4,5,574,"7.50",730,152,,5,"2020-05-16 10:25:11.067",null
1758,"2020년 5월 16일 00시",부산,釜山,Busan,3,,130,"4.22",114,11,,,"2020-05-16 10:25:11.067",null
1759,"2020년 5월 16일 00시",대구,大邱,Daegu,181,1,6367,"281.92",6869,321,,1,"2020-05-16 10:25:11.067",null
1760,"2020년 5월 16일 00시",인천,仁川,Incheon,,,85,"4.19",124,39,,,"2020-05-16 10:25:11.067",null
1761,"2020년 5월 16일 00시",광주,光州,Gwangju,,,30,"2.06",30,,,,"2020-05-16 10:25:11.067",null
1762,"2020년 5월 16일 00시",대전,大田,Daejeon,1,,39,"2.92",43,3,,,"2020-05-16 10:25:11.067",null
1763,"2020년 5월 16일 00시",울산,蔚山,Ulsan,1,,40,"3.92",45,4,,,"2020-05-16 10:25:11.067",null
1764,"2020년 5월 16일 00시",세종,世宗,Sejong,,,47,"13.73",47,,,,"2020-05-16 10:25:11.068",null
1765,"2020년 5월 16일 00시",경기,京畿,Gyeonggi-do,16,4,587,"5.44",721,118,2,2,"2020-05-16 10:25:11.068",null
1766,"2020년 5월 16일 00시",강원,江原,Gangwon-do,2,,45,"3.57",55,8,,,"2020-05-16 10:25:11.068",null
1767,"2020년 5월 16일 00시",충북,忠北,Chungcheongbuk-do,,1,43,"3.50",56,13,,1,"2020-05-16 10:25:11.068",null
1768,"2020년 5월 16일 00시",충남,忠南,Chungcheongnam-do,,,139,"6.78",144,5,,,"2020-05-16 10:25:11.068",null
1769,"2020년 5월 16일 00시",전북,全北,Jeollabuk-do,,,16,"1.10",20,4,,,"2020-05-16 10:25:11.068",null
1770,"2020년 5월 16일 00시",전남,全南,Jeollanam-do,,,13,"0.97",18,5,,,"2020-05-16 10:25:11.068",null
1771,"2020년 5월 16일 00시",경북,庆北,Gyeongsangbuk-do,54,,1253,"51.38",1368,61,,,"2020-05-16 10:25:11.068",null
1772,"2020년 5월 16일 00시",경남,庆南,Gyeongsangnam-do,,,116,"3.54",119,3,,,"2020-05-16 10:25:11.068",null
1773,"2020년 5월 16일 00시",제주,济州,Jeju,,,11,"2.09",14,3,,,"2020-05-16 10:25:11.068",null
1774,"2020년 5월 16일 00시",검역,隔離區,Lazaretto,,8,316,-,490,174,8,,"2020-05-16 10:25:11.069",null
1775,"2020년 05월 17일 00시",합계,合计,Total,262,13,9888,"21.31",11050,900,7,6,"2020-05-17 10:27:46.446",null
1776,"2020년 05월 17일 00시",서울,首尔,Seoul,4,5,575,"7.55",735,156,1,4,"2020-05-17 10:27:46.446",null
1777,"2020년 05월 17일 00시",부산,釜山,Busan,3,,130,"4.22",144,11,,,"2020-05-17 10:27:46.446",null
1778,"2020년 05월 17일 00시",대구,大邱,Daegu,181,1,6376,"281.96",6870,313,,1,"2020-05-17 10:27:46.446",null
1779,"2020년 05월 17일 00시",인천,仁川,Incheon,,,85,"4.19",124,39,,,"2020-05-17 10:27:46.446",null
1780,"2020년 05월 17일 00시",광주,光州,Gwangju,,,30,"2.06",30,,,,"2020-05-17 10:27:46.447",null
1781,"2020년 05월 17일 00시",대전,大田,Daejeon,1,1,39,"2.98",44,4,,1,"2020-05-17 10:27:46.447",null
1782,"2020년 05월 17일 00시",울산,蔚山,Ulsan,1,,41,"3.92",45,3,,,"2020-05-17 10:27:46.447",null
1783,"2020년 05월 17일 00시",세종,世宗,Sejong,,,47,"13.73",47,,,,"2020-05-17 10:27:46.447",null
1784,"2020년 05월 17일 00시",경기,京畿,Gyeonggi-do,16,,598,"5.44",721,107,,,"2020-05-17 10:27:46.447",null
1785,"2020년 05월 17일 00시",강원,江原,Gangwon-do,2,,45,"3.57",55,8,,,"2020-05-17 10:27:46.447",null
1786,"2020년 05월 17일 00시",충북,忠北,Chungcheongbuk-do,,,43,"3.5",56,13,,,"2020-05-17 10:27:46.447",null
1787,"2020년 05월 17일 00시",충남,忠南,Chungcheongnam-do,,,140,"6.78",144,4,,,"2020-05-17 10:27:46.447",null
1788,"2020년 05월 17일 00시",전북,全北,Jeollabuk-do,,,16,"1.1",20,4,,,"2020-05-17 10:27:46.448",null
1789,"2020년 05월 17일 00시",전남,全南,Jeollanam-do,,,13,"0.97",18,5,,,"2020-05-17 10:27:46.448",null
1790,"2020년 05월 17일 00시",경북,庆北,Gyeongsangbuk-do,54,,1254,"51.38",1368,60,,,"2020-05-17 10:27:46.448",null
1791,"2020년 05월 17일 00시",경남,庆南,Gyeongsangnam-do,,2,116,"3.6",121,5,2,,"2020-05-17 10:27:46.448",null
1792,"2020년 05월 17일 00시",제주,济州,Jeju,,,11,"2.09",14,3,,,"2020-05-17 10:27:46.448",null
1793,"2020년 05월 17일 00시",검역,隔離區,Lazaretto,,4,329,-,494,165,4,,"2020-05-17 10:27:46.448",null
1794,"2020년 05월 18일 00시",합계,合计,Total,263,15,9904,"21.34",11065,898,10,5,"2020-05-18 12:06:20.357",null
1795,"2020년 05월 18일 00시",서울,首尔,Seoul,4,1,579,"7.56",736,153,1,,"2020-05-18 12:06:20.357",null
1796,"2020년 05월 18일 00시",부산,釜山,Busan,3,,130,"4.22",144,11,,,"2020-05-18 12:06:20.357",null
1797,"2020년 05월 18일 00시",대구,大邱,Daegu,182,1,6376,"282",6871,313,,1,"2020-05-18 12:06:20.357",null
1798,"2020년 05월 18일 00시",인천,仁川,Incheon,,,86,"4.19",124,38,,,"2020-05-18 12:06:20.358",null
1799,"2020년 05월 18일 00시",광주,光州,Gwangju,,,30,"2.06",30,,,,"2020-05-18 12:06:20.358",null
1800,"2020년 05월 18일 00시",대전,大田,Daejeon,1,,39,"2.98",44,4,,,"2020-05-18 12:06:20.358",null
1801,"2020년 05월 18일 00시",울산,蔚山,Ulsan,1,,41,"3.92",45,3,,,"2020-05-18 12:06:20.358",null
1802,"2020년 05월 18일 00시",세종,世宗,Sejong,,,47,"13.73",47,,,,"2020-05-18 12:06:20.358",null
1803,"2020년 05월 18일 00시",경기,京畿,Gyeonggi-do,16,3,600,"5.46",724,108,1,2,"2020-05-18 12:06:20.358",null
1804,"2020년 05월 18일 00시",강원,江原,Gangwon-do,2,,46,"3.57",55,7,,,"2020-05-18 12:06:20.358",null
1805,"2020년 05월 18일 00시",충북,忠北,Chungcheongbuk-do,,3,43,"3.69",59,16,1,2,"2020-05-18 12:06:20.358",null
1806,"2020년 05월 18일 00시",충남,忠南,Chungcheongnam-do,,,140,"6.78",144,4,,,"2020-05-18 12:06:20.358",null
1807,"2020년 05월 18일 00시",전북,全北,Jeollabuk-do,,,18,"1.1",20,2,,,"2020-05-18 12:06:20.359",null
1808,"2020년 05월 18일 00시",전남,全南,Jeollanam-do,,,14,"0.97",18,4,,,"2020-05-18 12:06:20.359",null
1809,"2020년 05월 18일 00시",경북,庆北,Gyeongsangbuk-do,54,,1257,"51.38",1368,57,,,"2020-05-18 12:06:20.359",null
1810,"2020년 05월 18일 00시",경남,庆南,Gyeongsangnam-do,,,116,"3.6",121,5,,,"2020-05-18 12:06:20.359",null
1811,"2020년 05월 18일 00시",제주,济州,Jeju,,,11,"2.09",14,3,,,"2020-05-18 12:06:20.359",null
1812,"2020년 05월 18일 00시",검역,隔離區,Lazaretto,,7,331,-,501,170,7,,"2020-05-18 12:06:20.359",null
1813,"2020년 05월 19일 00시",합계,合计,Total,263,13,9938,"21.37",11078,877,4,9,"2020-05-19 10:22:38.802",null
1814,"2020년 05월 19일 00시",서울,首尔,Seoul,4,6,587,"7.62",742,151,,6,"2020-05-19 10:22:38.802",null
1815,"2020년 05월 19일 00시",부산,釜山,Busan,3,,130,"4.22",144,11,,,"2020-05-19 10:22:38.802",null
1816,"2020년 05월 19일 00시",대구,大邱,Daegu,182,,6389,"282",6871,300,,,"2020-05-19 10:22:38.803",null
1817,"2020년 05월 19일 00시",인천,仁川,Incheon,,2,87,"4.26",126,39,,2,"2020-05-19 10:22:38.803",null
1818,"2020년 05월 19일 00시",광주,光州,Gwangju,,,30,"2.06",30,,,,"2020-05-19 10:22:38.803",null
1819,"2020년 05월 19일 00시",대전,大田,Daejeon,1,,39,"2.98",44,4,,,"2020-05-19 10:22:38.803",null
1820,"2020년 05월 19일 00시",울산,蔚山,Ulsan,1,4,41,"4.27",49,7,4,,"2020-05-19 10:22:38.803",null
1821,"2020년 05월 19일 00시",세종,世宗,Sejong,,,46,"13.73",47,1,,,"2020-05-19 10:22:38.803",null
1822,"2020년 05월 19일 00시",경기,京畿,Gyeonggi-do,16,1,602,"5.47",725,107,,1,"2020-05-19 10:22:38.803",null
1823,"2020년 05월 19일 00시",강원,江原,Gangwon-do,2,,46,"3.57",55,7,,,"2020-05-19 10:22:38.803",null
1824,"2020년 05월 19일 00시",충북,忠北,Chungcheongbuk-do,,,43,"3.69",59,16,,,"2020-05-19 10:22:38.804",null
1825,"2020년 05월 19일 00시",충남,忠南,Chungcheongnam-do,,,140,"6.78",144,4,,,"2020-05-19 10:22:38.804",null
1826,"2020년 05월 19일 00시",전북,全北,Jeollabuk-do,,,19,"1.1",20,1,,,"2020-05-19 10:22:38.804",null
1827,"2020년 05월 19일 00시",전남,全南,Jeollanam-do,,,13,"0.97",18,5,,,"2020-05-19 10:22:38.804",null
1828,"2020년 05월 19일 00시",경북,庆北,Gyeongsangbuk-do,54,,1261,"51.38",1368,53,,,"2020-05-19 10:22:38.804",null
1829,"2020년 05월 19일 00시",경남,庆南,Gyeongsangnam-do,,,115,"3.6",121,6,,,"2020-05-19 10:22:38.804",null
1830,"2020년 05월 19일 00시",제주,济州,Jeju,,,11,"2.09",14,3,,,"2020-05-19 10:22:38.804",null
1831,"2020년 05월 19일 00시",검역,隔離區,Lazaretto,,,339,-,501,162,,,"2020-05-19 10:22:38.804",null
1832,"2020년 05월 20일 00시",합계,合计,Total,263,32,10066,"21.43",11110,781,8,24,"2020-05-20 10:15:31.914",null
1833,"2020년 05월 20일 00시",서울,首尔,Seoul,4,10,592,"7.73",752,156,4,6,"2020-05-20 10:15:31.915",null
1834,"2020년 05월 20일 00시",부산,釜山,Busan,3,,131,"4.22",144,10,,,"2020-05-20 10:15:31.915",null
1835,"2020년 05월 20일 00시",대구,大邱,Daegu,182,1,6471,"282.05",6872,219,,1,"2020-05-20 10:15:31.915",null
1836,"2020년 05월 20일 00시",인천,仁川,Incheon,,8,88,"4.53",134,46,,8,"2020-05-20 10:15:31.915",null
1837,"2020년 05월 20일 00시",광주,光州,Gwangju,,,30,"2.06",30,,,,"2020-05-20 10:15:31.915",null
1838,"2020년 05월 20일 00시",대전,大田,Daejeon,1,,39,"2.98",44,4,,,"2020-05-20 10:15:31.915",null
1839,"2020년 05월 20일 00시",울산,蔚山,Ulsan,1,,42,"4.27",49,6,,,"2020-05-20 10:15:31.915",null
1840,"2020년 05월 20일 00시",세종,世宗,Sejong,,,47,"13.73",47,,,,"2020-05-20 10:15:31.916",null
1841,"2020년 05월 20일 00시",경기,京畿,Gyeonggi-do,16,10,611,"5.55",735,108,2,8,"2020-05-20 10:15:31.916",null
1842,"2020년 05월 20일 00시",강원,江原,Gangwon-do,2,,47,"3.57",55,6,,,"2020-05-20 10:15:31.916",null
1843,"2020년 05월 20일 00시",충북,忠北,Chungcheongbuk-do,,,44,"3.69",59,15,,,"2020-05-20 10:15:31.916",null
1844,"2020년 05월 20일 00시",충남,忠南,Chungcheongnam-do,,,141,"6.78",144,3,,,"2020-05-20 10:15:31.916",null
1845,"2020년 05월 20일 00시",전북,全北,Jeollabuk-do,,1,19,"1.16",21,2,,1,"2020-05-20 10:15:31.916",null
1846,"2020년 05월 20일 00시",전남,全南,Jeollanam-do,,,14,"0.97",18,4,,,"2020-05-20 10:15:31.916",null
1847,"2020년 05월 20일 00시",경북,庆北,Gyeongsangbuk-do,54,,1271,"51.38",1368,43,,,"2020-05-20 10:15:31.917",null
1848,"2020년 05월 20일 00시",경남,庆南,Gyeongsangnam-do,,,117,"3.6",121,4,,,"2020-05-20 10:15:31.917",null
1849,"2020년 05월 20일 00시",제주,济州,Jeju,,,13,"2.09",14,1,,,"2020-05-20 10:15:31.917",null
1850,"2020년 05월 20일 00시",검역,隔離區,Lazaretto,,2,349,-,503,154,2,,"2020-05-20 10:15:31.917",null
1851,"2020년 05월 21일 00시",합계,合计,Total,264,12,10135,"21.45",11122,723,2,10,"2020-05-21 10:28:53.688",null
